# C++ API data.
#
# Copyright (C) 2022-2023 Free Software Foundation, Inc.
# This file is part of GCC.
#
# This file is free software; you can redistribute it and/or modify
# it under the terms of the GNU General Public License as published by
# the Free Software Foundation; either version 3 of the License, or
# (at your option) any later version.
#
# This program is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
# GNU General Public License for more details.
#
# You should have received a copy of the GNU General Public License
# along with this program; see the file COPYING3.  If not see
# <http://www.gnu.org/licenses/>.
#
# This file can be processed with gen-cxxapi-file.py to create the
# export list for the standard C++ library module and the tables for
# suggesting actions on missing symbols in the std:: namespace.
#
# The generated code is integral part of the C++ frontend but the
# content of this file is consists of information solely in the
# domain of the libstdc++ maintainers.  Therefore ownership of
# this file is shared between these two groups.
#
# The format of this file must match what the gen-cxxapi-file.py
# script expects.
#  column  value
#       1  header file, including angle brackets
#       2  symbol name without std:: prefix
#       3  nonzero if to be exported
#       4  "no" if not to be added to the hint table else the appropriate
#          enum cxx_dialect value
#       5  optional, a string used after #if in a line inserted first to
#          enable conditional definitions
#
<algorithm>,ranges::in_fun_result,1,no
<algorithm>,ranges::in_in_result,1,no
<algorithm>,ranges::in_out_result,1,no
<algorithm>,ranges::in_in_out_result,1,no
<algorithm>,ranges::in_out_out_result,1,no
<algorithm>,ranges::min_max_result,1,no
<algorithm>,ranges::in_found_result,1,no
# unimplemented <algorithm>,ranges::out_value_result,1,no
<algorithm>,all_of,1,no
# c++/106851 <algorithm>,ranges::all_of,1,no
<algorithm>,any_of,1,no
# c++/106851 <algorithm>,ranges::any_of,1,no
<algorithm>,none_of,1,no
# c++/106851 <algorithm>,ranges::none_of,1,no
<algorithm>,for_each,1,no
<algorithm>,ranges::for_each_result,1,no
# c++/106851 <algorithm>,ranges::for_each,1,no
<algorithm>,for_each_n,1,no
<algorithm>,ranges::for_each_n_result,1,no
# c++/106851 <algorithm>,ranges::for_each_n,1,no
<algorithm>,find,1,no
<algorithm>,find_if,1,no
<algorithm>,find_if_not,1,no
# c++/106851 <algorithm>,ranges::find,1,no
# c++/106851 <algorithm>,ranges::find_if,1,no
# c++/106851 <algorithm>,ranges::find_if_not,1,no
<algorithm>,find_end,1,no
# c++/106851 <algorithm>,ranges::find_end,1,no
<algorithm>,find_first_of,1,no
# c++/106851 <algorithm>,ranges::find_first_of,1,no
<algorithm>,adjacent_find,1,no
# c++/106851 <algorithm>,ranges::adjacent_find,1,no
<algorithm>,count,1,no
<algorithm>,count_if,1,no
# c++/106851 <algorithm>,ranges::count,1,no
# c++/106851 <algorithm>,ranges::count_if,1,no
<algorithm>,mismatch,1,no
<algorithm>,ranges::mismatch_result,1,no
# c++/106851 <algorithm>,ranges::mismatch,1,no
<algorithm>,equal,1,no
# c++/106851 <algorithm>,ranges::equal,1,no
<algorithm>,is_permutation,1,no
# c++/106851 <algorithm>,ranges::is_permutation,1,no
<algorithm>,search,1,no
# c++/106851 <algorithm>,ranges::search,1,no
<algorithm>,search_n,1,no
# c++/106851 <algorithm>,ranges::search_n,1,no
# unimplemented <algorithm>,ranges::starts_with,1,no
# unimplemented <algorithm>,ranges::ends_with,1,no
<algorithm>,copy,1,no
<algorithm>,ranges::copy_result,1,no
# c++/106851 <algorithm>,ranges::copy,1,no
<algorithm>,copy_n,1,no
<algorithm>,ranges::copy_n_result,1,no
# c++/106851 <algorithm>,ranges::copy_n,1,no
<algorithm>,copy_if,1,no
<algorithm>,ranges::copy_if_result,1,no
# c++/106851 <algorithm>,ranges::copy_if,1,no
<algorithm>,copy_backward,1,no
<algorithm>,ranges::copy_backward_result,1,no
# c++/106851 <algorithm>,ranges::copy_backward,1,no
<algorithm>,move,1,no
<algorithm>,ranges::move_result,1,no
# c++/106851 <algorithm>,ranges::move,1,no
<algorithm>,move_backward,1,no
<algorithm>,ranges::move_backward_result,1,no
# c++/106851 <algorithm>,ranges::move_backward,1,no
# <algorithm> TODO the rest
<any>,bad_any_cast,1,no
<any>,any,1,cxx17
<any>,swap,1,no
<any>,make_any,1,cxx17
<any>,any_cast,1,cxx17
